registro;timestamp;humedad_pct;humedad_raw;estado_suelo;temperatura_c;notas
466;T+35:55:01;100;0;HUMEDO;36.00;
467;T+36:00:01;100;0;HUMEDO;36.00;
468;T+36:05:01;100;0;HUMEDO;35.81;
469;T+36:10:01;100;0;HUMEDO;35.94;
470;T+36:15:01;100;0;HUMEDO;35.94;
471;T+36:20:01;100;0;HUMEDO;35.81;
472;T+36:25:01;100;0;HUMEDO;35.81;
473;T+36:30:01;100;0;HUMEDO;35.81;
474;T+36:35:01;100;0;HUMEDO;35.75;
475;T+36:40:01;100;0;HUMEDO;35.69;
476;T+36:45:01;100;0;HUMEDO;35.63;
477;T+36:50:01;100;0;HUMEDO;35.75;
478;T+36:55:01;100;0;HUMEDO;35.69;
479;T+37:00:01;100;0;HUMEDO;35.69;
480;T+37:05:01;100;0;HUMEDO;35.63;
481;T+37:10:01;100;0;HUMEDO;35.50;
482;T+37:15:01;100;0;HUMEDO;35.56;
483;T+37:20:01;100;0;HUMEDO;35.63;
484;T+37:25:01;100;0;HUMEDO;35.50;
485;T+37:30:01;100;0;HUMEDO;35.50;
486;T+37:35:01;100;0;HUMEDO;35.44;
487;T+37:40:01;100;0;HUMEDO;35.50;
488;T+37:45:01;100;0;HUMEDO;35.50;
489;T+37:50:01;100;0;HUMEDO;35.44;
490;T+37:55:01;100;0;HUMEDO;35.31;
491;T+38:00:01;100;0;HUMEDO;35.44;
492;T+38:05:01;100;0;HUMEDO;35.44;
493;T+38:10:01;100;0;HUMEDO;35.44;
494;T+38:15:01;100;0;HUMEDO;35.38;
495;T+38:20:01;100;0;HUMEDO;35.31;
496;T+38:25:01;100;0;HUMEDO;35.38;
497;T+38:30:01;100;0;HUMEDO;35.31;
498;T+38:35:01;100;0;HUMEDO;35.38;
499;T+38:40:01;100;0;HUMEDO;35.31;
500;T+38:45:01;100;0;HUMEDO;35.13;
501;T+38:50:01;100;0;HUMEDO;35.19;
502;T+38:55:01;100;0;HUMEDO;35.06;
503;T+39:00:01;100;0;HUMEDO;35.19;
504;T+39:05:01;100;0;HUMEDO;35.06;
505;T+39:10:01;100;0;HUMEDO;35.00;
506;T+39:15:01;100;0;HUMEDO;35.19;
507;T+39:20:01;100;0;HUMEDO;35.00;
508;T+39:25:01;100;0;HUMEDO;35.06;
509;T+39:30:01;100;0;HUMEDO;35.06;
510;T+39:35:01;100;0;HUMEDO;35.06;
511;T+39:40:01;100;0;HUMEDO;34.94;
512;T+39:45:01;100;0;HUMEDO;34.94;
513;T+39:50:01;100;0;HUMEDO;34.94;
514;T+39:55:01;100;0;HUMEDO;34.88;
515;T+40:00:01;100;0;HUMEDO;34.94;
516;T+40:05:01;100;0;HUMEDO;34.94;
517;T+40:10:01;100;0;HUMEDO;34.75;
518;T+40:15:01;100;0;HUMEDO;34.88;
519;T+40:20:01;100;0;HUMEDO;34.88;
520;T+40:25:01;100;0;HUMEDO;34.75;
521;T+40:30:01;100;0;HUMEDO;34.81;
522;T+40:35:01;100;0;HUMEDO;34.81;
523;T+40:40:01;100;0;HUMEDO;34.69;
524;T+40:45:01;100;0;HUMEDO;34.56;
525;T+40:50:01;100;0;HUMEDO;34.69;
526;T+40:55:01;100;0;HUMEDO;34.63;
527;T+41:00:01;100;0;HUMEDO;34.56;
528;T+41:05:01;100;0;HUMEDO;34.44;
529;T+41:10:01;100;0;HUMEDO;34.56;
530;T+41:15:01;100;0;HUMEDO;34.56;
531;T+41:20:01;100;0;HUMEDO;34.56;
532;T+41:25:01;100;0;HUMEDO;34.56;
533;T+41:30:01;100;0;HUMEDO;34.56;
534;T+41:35:01;100;0;HUMEDO;34.56;
535;T+41:40:01;100;0;HUMEDO;34.31;
536;T+41:45:01;100;0;HUMEDO;34.50;
537;T+41:50:01;100;0;HUMEDO;34.50;
538;T+41:55:01;100;0;HUMEDO;34.44;
539;T+42:00:01;100;0;HUMEDO;34.31;
540;T+42:05:01;100;0;HUMEDO;34.38;
541;T+42:10:01;100;0;HUMEDO;34.38;
542;T+42:15:01;100;0;HUMEDO;34.25;
543;T+42:20:01;100;0;HUMEDO;34.25;
544;T+42:25:01;100;0;HUMEDO;34.31;
545;T+42:30:01;100;0;HUMEDO;34.25;
546;T+42:35:01;100;0;HUMEDO;34.25;
547;T+42:40:01;100;0;HUMEDO;34.19;
548;T+42:45:01;100;0;HUMEDO;34.25;
549;T+42:50:01;100;0;HUMEDO;34.13;
550;T+42:55:01;100;0;HUMEDO;34.13;
551;T+43:00:01;100;0;HUMEDO;34.25;
552;T+43:05:01;100;0;HUMEDO;34.19;
553;T+43:10:01;100;0;HUMEDO;34.19;
554;T+43:15:01;100;0;HUMEDO;34.00;
555;T+43:20:01;100;0;HUMEDO;34.13;
556;T+43:25:01;100;0;HUMEDO;34.00;
557;T+43:30:01;100;0;HUMEDO;33.94;
558;T+43:35:01;100;0;HUMEDO;33.88;
559;T+43:40:01;100;0;HUMEDO;34.13;
560;T+43:45:01;100;0;HUMEDO;34.06;
561;T+43:50:01;100;0;HUMEDO;33.94;
562;T+43:55:01;100;0;HUMEDO;34.00;
563;T+44:00:01;100;0;HUMEDO;33.88;
564;T+44:05:01;100;0;HUMEDO;33.88;
565;T+44:10:01;100;0;HUMEDO;33.94;
566;T+44:15:01;100;0;HUMEDO;33.88;
567;T+44:20:01;100;0;HUMEDO;33.88;
568;T+44:25:01;100;0;HUMEDO;33.94;
569;T+44:30:01;100;0;HUMEDO;34.00;
570;T+44:35:01;100;0;HUMEDO;33.88;
571;T+44:40:01;100;0;HUMEDO;33.88;
572;T+44:45:01;100;0;HUMEDO;33.94;
573;T+44:50:01;100;0;HUMEDO;34.00;
574;T+44:55:01;100;0;HUMEDO;33.94;
575;T+45:00:01;100;0;HUMEDO;33.88;
576;T+45:05:01;100;0;HUMEDO;33.88;
577;T+45:10:01;100;0;HUMEDO;33.88;
578;T+45:15:01;100;0;HUMEDO;33.94;
579;T+45:20:01;100;0;HUMEDO;33.88;
580;T+45:25:01;100;0;HUMEDO;33.81;
581;T+45:30:01;100;0;HUMEDO;33.81;
582;T+45:35:01;100;0;HUMEDO;33.81;
583;T+45:40:01;100;0;HUMEDO;33.81;
584;T+45:45:01;100;0;HUMEDO;33.75;
585;T+45:50:01;100;0;HUMEDO;33.75;
586;T+45:55:01;100;0;HUMEDO;33.75;
587;T+46:00:01;100;0;HUMEDO;33.81;
588;T+46:05:01;100;0;HUMEDO;33.81;
589;T+46:10:01;100;0;HUMEDO;33.75;
590;T+46:15:01;100;0;HUMEDO;33.75;
591;T+46:20:01;100;0;HUMEDO;33.81;
592;T+46:25:01;100;0;HUMEDO;33.69;
593;T+46:30:01;100;0;HUMEDO;33.81;
594;T+46:35:01;100;0;HUMEDO;33.75;
595;T+46:40:01;100;0;HUMEDO;33.75;
596;T+46:45:01;100;0;HUMEDO;33.81;
597;T+46:50:01;100;0;HUMEDO;33.69;
598;T+46:55:01;100;0;HUMEDO;33.81;
599;T+47:00:01;100;0;HUMEDO;33.81;
600;T+47:05:01;100;0;HUMEDO;33.75;
601;T+47:10:01;100;0;HUMEDO;33.81;
602;T+47:15:01;100;0;HUMEDO;33.75;
603;T+47:20:01;100;0;HUMEDO;33.81;
604;T+47:25:01;100;0;HUMEDO;33.81;
605;T+47:30:01;100;0;HUMEDO;33.81;
606;T+47:35:01;100;0;HUMEDO;33.81;
607;T+47:40:01;100;0;HUMEDO;33.69;
608;T+47:45:01;100;0;HUMEDO;33.75;
609;T+47:50:01;100;0;HUMEDO;33.75;
610;T+47:55:01;100;0;HUMEDO;33.75;
611;T+48:00:01;100;0;HUMEDO;33.75;
612;T+48:05:01;100;0;HUMEDO;33.81;
613;T+48:10:01;100;0;HUMEDO;33.81;
614;T+48:15:01;100;0;HUMEDO;33.75;
615;T+48:20:01;100;0;HUMEDO;33.88;
616;T+48:25:01;100;0;HUMEDO;33.75;
617;T+48:30:01;100;0;HUMEDO;33.69;
618;T+48:35:01;100;0;HUMEDO;33.81;
619;T+48:40:01;100;0;HUMEDO;33.81;
620;T+48:45:01;100;0;HUMEDO;33.81;
621;T+48:50:01;100;0;HUMEDO;33.81;
622;T+48:55:01;100;0;HUMEDO;33.75;
623;T+49:00:01;100;0;HUMEDO;33.88;
624;T+49:05:01;100;0;HUMEDO;33.88;
625;T+49:10:01;100;0;HUMEDO;33.81;
626;T+49:15:01;100;0;HUMEDO;33.88;
627;T+49:20:01;100;0;HUMEDO;33.88;
628;T+49:25:01;100;0;HUMEDO;33.75;
629;T+49:30:01;100;0;HUMEDO;33.88;
630;T+49:35:01;100;0;HUMEDO;34.00;
631;T+49:40:01;100;0;HUMEDO;33.88;
632;T+49:45:01;100;0;HUMEDO;33.94;
633;T+49:50:01;100;0;HUMEDO;34.06;
634;T+49:55:01;100;0;HUMEDO;33.94;
635;T+50:00:01;100;0;HUMEDO;34.06;
636;T+50:05:01;100;0;HUMEDO;34.06;
637;T+50:10:01;100;0;HUMEDO;34.13;
638;T+50:15:01;100;0;HUMEDO;34.06;
639;T+50:20:01;100;0;HUMEDO;34.13;
640;T+50:25:01;100;0;HUMEDO;34.06;
641;T+50:30:01;100;0;HUMEDO;34.06;
642;T+50:35:01;100;0;HUMEDO;34.19;
643;T+50:40:01;100;0;HUMEDO;34.31;
644;T+50:45:01;100;0;HUMEDO;34.25;
645;T+50:50:01;100;0;HUMEDO;34.38;
646;T+50:55:01;100;0;HUMEDO;34.25;
647;T+51:00:01;100;0;HUMEDO;34.44;
648;T+51:05:01;100;0;HUMEDO;34.31;
649;T+51:10:01;100;0;HUMEDO;34.50;
650;T+51:15:01;100;0;HUMEDO;34.44;
651;T+51:20:01;100;0;HUMEDO;34.56;
652;T+51:25:01;100;0;HUMEDO;34.44;
653;T+51:30:01;100;0;HUMEDO;34.44;
654;T+51:35:01;100;0;HUMEDO;34.56;
655;T+51:40:01;100;0;HUMEDO;34.50;
656;T+51:45:01;100;0;HUMEDO;34.63;
657;T+51:50:01;100;0;HUMEDO;34.56;
658;T+51:55:01;100;0;HUMEDO;34.63;
659;T+52:00:01;100;0;HUMEDO;34.69;
660;T+52:05:01;100;0;HUMEDO;34.75;
661;T+52:10:01;100;0;HUMEDO;34.69;
662;T+52:15:01;100;0;HUMEDO;34.75;
663;T+52:20:01;100;0;HUMEDO;34.81;
664;T+52:25:01;100;0;HUMEDO;34.75;
665;T+52:30:01;100;0;HUMEDO;34.94;
666;T+52:35:01;100;0;HUMEDO;34.94;
667;T+52:40:01;100;0;HUMEDO;34.81;
668;T+52:45:01;100;0;HUMEDO;34.94;
669;T+52:50:01;100;0;HUMEDO;34.94;
670;T+52:55:01;100;0;HUMEDO;34.81;
671;T+53:00:01;100;0;HUMEDO;35.00;
672;T+53:05:01;100;0;HUMEDO;35.00;
673;T+53:10:01;100;0;HUMEDO;35.00;
674;T+53:15:01;100;0;HUMEDO;35.00;
675;T+53:20:01;100;0;HUMEDO;35.00;
676;T+53:25:01;100;0;HUMEDO;35.00;
677;T+53:30:01;100;0;HUMEDO;35.00;
678;T+53:35:01;100;0;HUMEDO;34.94;
679;T+53:40:01;100;0;HUMEDO;34.88;
680;T+53:45:01;100;0;HUMEDO;35.06;
681;T+53:50:01;100;0;HUMEDO;34.88;
682;T+53:55:01;100;0;HUMEDO;35.06;
683;T+54:00:01;100;0;HUMEDO;35.00;
684;T+54:05:01;100;0;HUMEDO;35.06;
685;T+54:10:01;100;0;HUMEDO;35.06;
686;T+54:15:01;100;0;HUMEDO;35.13;
687;T+54:20:01;100;0;HUMEDO;35.00;
688;T+54:25:01;100;0;HUMEDO;35.06;
689;T+54:30:01;100;0;HUMEDO;35.13;
690;T+54:35:01;100;0;HUMEDO;35.06;
691;T+54:40:01;100;0;HUMEDO;35.00;
692;T+54:45:01;100;0;HUMEDO;35.00;
693;T+54:50:01;100;0;HUMEDO;35.06;
694;T+54:55:01;100;0;HUMEDO;35.13;
695;T+55:00:01;100;0;HUMEDO;35.06;
696;T+55:05:01;100;0;HUMEDO;35.13;
697;T+55:10:01;100;0;HUMEDO;35.13;
698;T+55:15:01;100;0;HUMEDO;35.19;
699;T+55:20:01;100;0;HUMEDO;35.25;
700;T+55:25:01;100;0;HUMEDO;35.25;
701;T+55:30:01;100;0;HUMEDO;35.19;
702;T+55:35:01;100;0;HUMEDO;35.19;
703;T+55:40:01;100;0;HUMEDO;35.19;
704;T+55:45:01;100;0;HUMEDO;35.00;
705;T+55:50:01;100;0;HUMEDO;35.13;
706;T+55:55:01;100;0;HUMEDO;35.19;
707;T+56:00:01;100;0;HUMEDO;35.25;
708;T+56:05:01;100;0;HUMEDO;35.19;
709;T+56:10:01;100;0;HUMEDO;35.25;
710;T+56:15:01;100;0;HUMEDO;35.13;
711;T+56:20:01;100;0;HUMEDO;35.13;
712;T+56:25:01;100;0;HUMEDO;35.13;
713;T+56:30:01;100;0;HUMEDO;35.25;
714;T+56:35:01;100;0;HUMEDO;35.13;
715;T+56:40:01;100;0;HUMEDO;35.31;
716;T+56:45:01;100;0;HUMEDO;35.19;
717;T+56:50:01;100;0;HUMEDO;35.19;
718;T+56:55:01;100;0;HUMEDO;35.13;
719;T+57:00:01;100;0;HUMEDO;35.19;
720;T+57:05:01;100;0;HUMEDO;35.13;
721;T+57:10:01;100;0;HUMEDO;35.19;
722;T+57:15:01;100;0;HUMEDO;35.13;
723;T+57:20:01;100;0;HUMEDO;35.19;
724;T+57:25:01;100;0;HUMEDO;35.06;
725;T+57:30:01;100;0;HUMEDO;35.19;
726;T+57:35:01;100;0;HUMEDO;35.25;
727;T+57:40:01;100;0;HUMEDO;35.06;
728;T+57:45:01;100;0;HUMEDO;35.25;
729;T+57:50:01;100;0;HUMEDO;35.19;
730;T+57:55:01;100;0;HUMEDO;35.25;
731;T+58:00:01;100;0;HUMEDO;35.19;
732;T+58:05:01;100;0;HUMEDO;35.25;
733;T+58:10:01;100;0;HUMEDO;35.06;
734;T+58:15:01;100;0;HUMEDO;35.06;
735;T+58:20:01;100;0;HUMEDO;35.19;
736;T+58:25:01;100;0;HUMEDO;35.19;
737;T+58:30:01;100;0;HUMEDO;35.13;
738;T+58:35:01;100;0;HUMEDO;35.13;
739;T+58:40:01;100;0;HUMEDO;35.06;
740;T+58:45:01;100;0;HUMEDO;35.25;
741;T+58:50:01;100;0;HUMEDO;35.06;
742;T+58:55:01;100;0;HUMEDO;35.06;
743;T+59:00:01;100;0;HUMEDO;35.13;
744;T+59:05:01;100;0;HUMEDO;35.13;
745;T+59:10:01;100;0;HUMEDO;35.00;
746;T+59:15:01;100;0;HUMEDO;35.13;
747;T+59:20:01;100;0;HUMEDO;35.06;
748;T+59:25:01;100;0;HUMEDO;35.13;
749;T+59:30:01;100;0;HUMEDO;35.06;
750;T+59:35:01;100;0;HUMEDO;35.00;
751;T+59:40:01;100;0;HUMEDO;34.94;
752;T+59:45:01;100;0;HUMEDO;34.94;
753;T+59:50:01;100;0;HUMEDO;34.94;
754;T+59:55:01;100;0;HUMEDO;35.06;
755;T+60:00:01;100;0;HUMEDO;34.88;
756;T+60:05:01;100;0;HUMEDO;35.00;
757;T+60:10:01;100;0;HUMEDO;35.00;
758;T+60:15:01;100;0;HUMEDO;34.88;
759;T+60:20:01;100;0;HUMEDO;34.88;
760;T+60:25:01;100;0;HUMEDO;35.00;
761;T+60:30:01;100;0;HUMEDO;34.94;
762;T+60:35:01;100;0;HUMEDO;35.00;
763;T+60:40:01;100;0;HUMEDO;34.94;
764;T+60:45:01;100;0;HUMEDO;34.94;
765;T+60:50:01;100;0;HUMEDO;34.94;
766;T+60:55:01;100;0;HUMEDO;34.88;
767;T+61:00:01;100;0;HUMEDO;34.81;
768;T+61:05:01;100;0;HUMEDO;34.75;
769;T+61:10:01;100;0;HUMEDO;34.94;
770;T+61:15:01;100;0;HUMEDO;34.75;
771;T+61:20:01;100;0;HUMEDO;34.88;
772;T+61:25:01;100;0;HUMEDO;34.75;
773;T+61:30:01;100;0;HUMEDO;34.75;
774;T+61:35:01;100;0;HUMEDO;34.75;
775;T+61:40:01;100;0;HUMEDO;34.63;
776;T+61:45:01;100;0;HUMEDO;34.81;
777;T+61:50:01;100;0;HUMEDO;34.75;
778;T+61:55:01;100;0;HUMEDO;34.75;
779;T+62:00:01;100;0;HUMEDO;34.75;
780;T+62:05:01;100;0;HUMEDO;34.75;
781;T+62:10:01;100;0;HUMEDO;34.69;
782;T+62:15:01;100;0;HUMEDO;34.56;
783;T+62:20:01;100;0;HUMEDO;34.63;
784;T+62:25:01;100;0;HUMEDO;34.50;
785;T+62:30:01;100;0;HUMEDO;34.56;
786;T+62:35:01;100;0;HUMEDO;34.56;
787;T+62:40:01;100;0;HUMEDO;34.63;
788;T+62:45:01;100;0;HUMEDO;34.56;
789;T+62:50:01;100;0;HUMEDO;34.56;
790;T+62:55:01;100;0;HUMEDO;34.56;
791;T+63:00:01;100;0;HUMEDO;34.56;
792;T+63:05:01;100;0;HUMEDO;34.38;
793;T+63:10:01;100;0;HUMEDO;34.56;
794;T+63:15:01;100;0;HUMEDO;34.50;
795;T+63:20:01;100;0;HUMEDO;34.44;
796;T+63:25:01;100;0;HUMEDO;34.38;
797;T+63:30:01;100;0;HUMEDO;34.50;
798;T+63:35:01;100;0;HUMEDO;34.56;
799;T+63:40:01;100;0;HUMEDO;34.50;
800;T+63:45:01;100;0;HUMEDO;34.31;
801;T+63:50:01;100;0;HUMEDO;34.25;
802;T+63:55:01;100;0;HUMEDO;34.38;
803;T+64:00:01;100;0;HUMEDO;34.25;
804;T+64:05:01;100;0;HUMEDO;34.31;
805;T+64:10:01;100;0;HUMEDO;34.31;
806;T+64:15:01;100;0;HUMEDO;34.31;
807;T+64:20:01;100;0;HUMEDO;34.19;
808;T+64:25:01;100;0;HUMEDO;34.25;
809;T+64:30:01;100;0;HUMEDO;34.19;
810;T+64:35:01;100;0;HUMEDO;34.25;
811;T+64:40:01;100;0;HUMEDO;34.13;
812;T+64:45:01;100;0;HUMEDO;34.19;
813;T+64:50:01;100;0;HUMEDO;34.19;
814;T+64:55:01;100;0;HUMEDO;34.19;
815;T+65:00:01;100;0;HUMEDO;34.00;
816;T+65:05:01;100;0;HUMEDO;34.13;
817;T+65:10:01;100;0;HUMEDO;34.06;
818;T+65:15:01;100;0;HUMEDO;34.00;
819;T+65:20:01;100;0;HUMEDO;34.00;
820;T+65:25:01;100;0;HUMEDO;34.00;
821;T+65:30:01;100;0;HUMEDO;34.00;
822;T+65:35:01;100;0;HUMEDO;34.13;
823;T+65:40:01;100;0;HUMEDO;33.94;
824;T+65:45:01;100;0;HUMEDO;34.06;
825;T+65:50:01;100;0;HUMEDO;33.94;
826;T+65:55:01;100;0;HUMEDO;34.06;
827;T+66:00:01;100;0;HUMEDO;33.94;
828;T+66:05:01;100;0;HUMEDO;33.94;
829;T+66:10:01;100;0;HUMEDO;33.81;
830;T+66:15:01;100;0;HUMEDO;33.94;
831;T+66:20:01;100;0;HUMEDO;33.88;
832;T+66:25:01;100;0;HUMEDO;33.94;
833;T+66:30:01;100;0;HUMEDO;33.94;
834;T+66:35:01;100;0;HUMEDO;33.88;
835;T+66:40:01;100;0;HUMEDO;33.88;
836;T+66:45:01;100;0;HUMEDO;33.88;
837;T+66:50:01;100;0;HUMEDO;33.81;
838;T+66:55:01;100;0;HUMEDO;33.81;
839;T+67:00:01;100;0;HUMEDO;33.75;
840;T+67:05:01;100;0;HUMEDO;33.75;
841;T+67:10:01;100;0;HUMEDO;33.69;
842;T+67:15:01;100;0;HUMEDO;33.75;
843;T+67:20:01;100;0;HUMEDO;33.69;
844;T+67:25:01;100;0;HUMEDO;33.75;
845;T+67:30:01;100;0;HUMEDO;33.56;
846;T+67:35:01;100;0;HUMEDO;33.75;
847;T+67:40:01;100;0;HUMEDO;33.50;
848;T+67:45:01;100;0;HUMEDO;33.56;
849;T+67:50:01;100;0;HUMEDO;33.44;
850;T+67:55:01;100;0;HUMEDO;33.44;
851;T+68:00:01;100;0;HUMEDO;33.50;
852;T+68:05:01;100;0;HUMEDO;33.50;
853;T+68:10:01;100;0;HUMEDO;33.44;
854;T+68:15:01;100;0;HUMEDO;33.56;
855;T+68:20:01;100;0;HUMEDO;33.50;
856;T+68:25:01;100;0;HUMEDO;33.56;
857;T+68:30:01;100;0;HUMEDO;33.44;
858;T+68:35:01;100;0;HUMEDO;33.50;
859;T+68:40:01;100;0;HUMEDO;33.50;
860;T+68:45:01;100;0;HUMEDO;33.44;
861;T+68:50:01;100;0;HUMEDO;33.50;
862;T+68:55:01;100;0;HUMEDO;33.31;
863;T+69:00:01;100;0;HUMEDO;33.31;
864;T+69:05:01;100;0;HUMEDO;33.44;
865;T+69:10:01;100;0;HUMEDO;33.44;
866;T+69:15:01;100;0;HUMEDO;33.38;
867;T+69:20:01;100;0;HUMEDO;33.50;
868;T+69:25:01;100;0;HUMEDO;33.38;
869;T+69:30:01;100;0;HUMEDO;33.31;
870;T+69:35:01;100;0;HUMEDO;33.31;
871;T+69:40:01;100;0;HUMEDO;33.38;
872;T+69:45:01;100;0;HUMEDO;33.31;
873;T+69:50:01;100;0;HUMEDO;33.38;
874;T+69:55:01;100;0;HUMEDO;33.38;
875;T+70:00:01;100;0;HUMEDO;33.44;
876;T+70:05:01;100;0;HUMEDO;33.31;
877;T+70:10:01;100;0;HUMEDO;33.25;
878;T+70:15:01;100;0;HUMEDO;33.44;
879;T+70:20:01;100;0;HUMEDO;33.25;
880;T+70:25:01;100;0;HUMEDO;33.25;
881;T+70:30:01;100;0;HUMEDO;33.19;
882;T+70:35:01;100;0;HUMEDO;33.25;
883;T+70:40:01;100;0;HUMEDO;33.31;
884;T+70:45:01;100;0;HUMEDO;33.31;
885;T+70:50:01;100;0;HUMEDO;33.31;
886;T+70:55:01;100;0;HUMEDO;33.31;
887;T+71:00:01;100;0;HUMEDO;33.19;
888;T+71:05:01;100;0;HUMEDO;33.25;
889;T+71:10:01;100;0;HUMEDO;33.06;
890;T+71:15:01;100;0;HUMEDO;33.13;
891;T+71:20:01;100;0;HUMEDO;33.25;
892;T+71:25:01;100;0;HUMEDO;33.19;
893;T+71:30:01;100;0;HUMEDO;33.25;
894;T+71:35:01;100;0;HUMEDO;33.25;
895;T+71:40:01;100;0;HUMEDO;33.19;
896;T+71:45:01;100;0;HUMEDO;33.25;
897;T+71:50:01;100;0;HUMEDO;33.19;
898;T+71:55:01;100;0;HUMEDO;33.13;
899;T+72:00:01;100;0;HUMEDO;33.19;
900;T+72:05:01;100;0;HUMEDO;33.25;
901;T+72:10:01;100;0;HUMEDO;33.19;
902;T+72:15:01;100;0;HUMEDO;33.25;
903;T+72:20:01;100;0;HUMEDO;33.25;
904;T+72:25:01;100;0;HUMEDO;33.06;
905;T+72:30:01;100;0;HUMEDO;33.19;
906;T+72:35:01;100;0;HUMEDO;33.31;
907;T+72:40:01;100;0;HUMEDO;33.19;
908;T+72:45:01;100;0;HUMEDO;33.19;
909;T+72:50:01;100;0;HUMEDO;33.25;
910;T+72:55:01;100;0;HUMEDO;33.31;
911;T+73:00:01;100;0;HUMEDO;33.13;
912;T+73:05:01;100;0;HUMEDO;33.25;
913;T+73:10:01;100;0;HUMEDO;33.13;
914;T+73:15:01;100;0;HUMEDO;33.31;
915;T+73:20:01;100;0;HUMEDO;33.25;
916;T+73:25:01;100;0;HUMEDO;33.31;
917;T+73:30:01;100;0;HUMEDO;33.25;
918;T+73:35:01;100;0;HUMEDO;33.25;
919;T+73:40:01;100;0;HUMEDO;33.25;
920;T+73:45:01;100;0;HUMEDO;33.31;
921;T+73:50:01;100;0;HUMEDO;33.25;
922;T+73:55:01;100;0;HUMEDO;33.44;
923;T+74:00:01;100;0;HUMEDO;33.31;
924;T+74:05:01;100;0;HUMEDO;33.38;
925;T+74:10:01;100;0;HUMEDO;33.38;
926;T+74:15:01;100;0;HUMEDO;33.44;
927;T+74:20:01;100;0;HUMEDO;33.31;
928;T+74:25:01;100;0;HUMEDO;33.31;
